lan_code,sentence
rus,Эта дорога ведёт в аэропорт.
rus,Есть опасность шторма.
rus,Добродетельному уху крепкое словцо не страшно.
rus,Ты нарочно это сделал!
rus,Мы находимся в сумерках нашей цивилизации.
rus,Добродетель не может быть брезглива.
rus,Для остриженной овцы Бог ветер умеряет.
rus,"Она так спешила, что забыла в поезде зонтик."
rus,"Ты знаешь, где он живёт?"
rus,"Плачущего сторонимся, смеющемуся подражаем."
rus,"Конверт и марку, пожалуйста."
rus,"Лучше послушное яйцо, чем непослушный бык."
rus,Согласие ценнее решения суда.
rus,Женский локон влечёт сильнее пары лошадей.
rus,Чем занят?
rus,Чем занимаешься?
rus,"Легче обойти, чем перечить."
rus,"Лучше близкий друг, чем дальний родственник."
rus,Вчера папа водил нас в зоопарк.
rus,"Служба ваша выполнена, черёд ваш прошёл."
rus,"Она вышла, не сказав ни слова."
rus,Когда-нибудь я стану доктором.
rus,Задача провалилась.
rus,Я собираюсь идти.
rus,Жалобами желудок не заполнить.
rus,Сытый желудок пост хвалит.
rus,Он всегда хорошо обращается с животными.
rus,У него есть чувство юмора.
rus,"Кажется, дети устали от плавания."
rus,Тугой кошель любого хозяина перед вами склонит.
rus,Полная касса вора манит.
rus,Нам довелось ждать его десять минут.
rus,Ад полон обещаниями.
rus,Благими намерениями дорожка в ад вымощена.
rus,В каком примерно возрасте женятся японцы?
rus,Он учится до поздней ночи.
rus,Даже самый умудрённый старец не слишком мудр.
rus,Он оказался простым лжецом.
rus,Кто автор этой книги?
rus,Самый надёжный труд — за деньги.
rus,"Нога не приметила, голова почувствовала."
rus,У меня есть кот и собака.
rus,"Пётр говорит неопределённо, а Павел гадай."
rus,"Пётр рога держит, а Павел молоко выдаивает."
rus,Осенью листья меняют цвет и опадают.
rus,"Пусть делает, как ему нравится."
rus,"Балуйся, дебоширь, но потом на судьбу пеняй."
rus,Не жди слишком многого.
rus,Оно на кухне.
rus,Баловство без меры не приносит удовольствия.
rus,На кухне.
rus,Этот парень - из Колумбии.
rus,Надеюсь увидеться снова.
rus,Наука приходит с терпением.
rus,Сладкими увещеваниями деньги притекают.
rus,"Нашим глазам требуется время, чтобы привыкнуть к темноте."
rus,"Его речи гремят, весь город сотрясают."
rus,Скажите ему подождать.
rus,"Скажите ему, чтобы он подождал."
rus,"Скажите ему, пусть подождёт."
rus,Я хотел пойти на концерт.
rus,Ужин был такой вкусный!
rus,Этот разговор - настоящий шедевр.
rus,Не забудь закрыть двери.
rus,Давайте посмотрим в словаре.
rus,Эти брюки нуждаются в глажке.
rus,Никогда больше не опаздывай в школу.
rus,Тут всё моё.
rus,Уже встаёт солнце.
rus,Мы сидели в полной тишине.
rus,Мне шестнадцать.
rus,"Я провёл много времени, слушая музыку."
rus,Закончить отчёт до завтра практически невозможно.
rus,Ты должен был сказать ему правду.
rus,Вы - её дочери.
rus,Юпитер - это самая большая планета Солнечной системы.
rus,От работы кони дохнут.
rus,Мне нравится этот стул.
rus,В прошлом году у нас было много снега.
rus,Деньги изменили ему жизнь.
rus,Ты свободно говоришь по-английски.
rus,Это находится за пределами моей научной компетенции.
rus,До вокзала 10 минут пешком.
rus,Я заказала новую мебель.
rus,"Что бы ни случилось, я не удивлюсь."
rus,"Честно говоря, я с вами не согласен."
rus,"Лучше запиши, а то забудешь."
rus,"Похоже, что первый приз достанется ему."
rus,Лучше бы вам начать как можно скорее.
rus,Почти все прибыли вовремя.
rus,"Признаюсь, я не самый аккуратный человек в мире."
rus,О чём речь?
rus,"Представьте, что вы начали икать и не можете остановиться."
rus,Есть ли у вас какие-нибудь вопросы по уроку?
rus,"Если вам нечего сказать, ничего не говорите."
rus,О чём идёт речь?
rus,Мне нужно подняться очень рано завтра.
rus,Я должен лечь спать.
rus,"Это тот парень, о котором я часто думаю."
rus,Не гладь кошку против шерсти.
rus,"Скрывайте, сколько сможете, ложь всё равно вылезет."
rus,"Если замки воздушные, значит на земле голод."
rus,"Какова ткань, такова и одежда."
rus,Упаковка дороже товара.
rus,"Капля удачи помогает больше, чем бочка мудрости."
rus,"Проще деревню потерять, чем на один дом заработать."
rus,"Проще потратить много, чем заработать немного."
rus,"Смотри, Ренато, это самодельный макет корабля."
rus,"Я искренне благодарю вас за то, что вы указали мне на ошибки."
rus,"Зло легче обойти, чем исправить."
rus,Самым жестоким бывает ответ на сделанное добро.
rus,Никому не нужно выискивать грехи.
rus,Старый грех и на грех-то не тянет.
rus,Согрешивший раскаивается — гнев замолкает.
rus,Грешат юноши и грешат старики.
rus,Отрезанный кусок к хлебу не приклеивай.
rus,"Отцы скряжничают, дети мотуют."
rus,"Пастырь живет за счёт молитв, адвокат — законов."
rus,"Пастырь агнца не возьмёт, и тот домой вернётся."
rus,Пастыря церковь кормит.
rus,"Говорит по-ангельски, а думает, как бы утащить что-нибудь."
rus,Каждый год много японцев ездит за границу.
rus,"Легче много потратить, чем немного заработать."
rus,Избыток заботы приводит к плохому состоянию.
rus,Он упал головой вниз.
rus,"Потерявши голову, о волосах не плачут."
rus,Будет нужда — будут и деньги.
rus,Мысли преодолевают границы без платы и страха.
rus,"Выгони нужду через дверь, она вернётся через окно."
rus,Он с утра до вечера балду пинает.
rus,Выплаты должника в любом размере хороши.
rus,Не хочу платить за чужой пир.
rus,"Платит не богач, платит виновник."
rus,Платят годы старости за ошибки молодости.
rus,Стреляй -- не промахнись.
rus,"Тишина такая, что даже ветер не дунет."
rus,Золото пальчиком махнет и всего добьётся.
rus,"Золото тяжелей железа, да легче воздуха."
rus,Поцелуй по принуждению вкус имеет горький.
rus,Порядок -- благословение любого предприятия.
rus,Мне нужно привести голову в порядок.
rus,Мне нужно навести порядок в своих мыслях.
rus,"Быка зовут не пировать, а плуг тянуть."
rus,"Жить-то не с деньгами, а с человеком."
rus,Стригут овец -- бараны трясутся.
rus,"Обворовывают не богатого, а беспечного."
rus,"Берут руками, отдают ногами."
rus,"Берут жадно, отдают медленно."
rus,"Предательство используют, но предателя презирают."
rus,Портному славой не заплатишь.
rus,У меня интернет-бизнес.
rus,"Когда я скучаю по своим родным, я начинаю им звонить."
rus,Ворон ворону глаза не выклюет.
rus,Знай наших!
rus,Против воли Господа ничто не поможет.
rus,Мы должны противостоять всеми силами.
rus,"Против греха бейся, а грешника не трогай."
rus,Побеждённого не бьют.
rus,"Что вы обещали, выполняйте."
rus,Отдай это мне!
rus,Это очень легко.
rus,"У кого деньги беру, тому и должен."
rus,Гитлер пришёл к власти в 1933 году.
rus,"Квантовая физика слишком сложна, чтобы простой смертный мог её понять."
rus,"Детская порнография запрещена в большинстве стран, но Саэб хочет, чтобы я придумывал о ней предложения."
rus,"Дима думал, что порнография с карликами — это какая-то разновидность детской порнографии."
rus,Спасибо за исправления.
rus,"Лучше вспомнить и взглянуть, чем взглянуть и вспомнить."
rus,Она ждала напротив здания.
rus,Он принял мой подарок.
rus,"Да, я знаю."
rus,"Он считает, что среди нас есть шпион."
rus,"Если бы не мой совет, он был бы уничтожен."
rus,Его политическая карьера окончилась.
rus,Мой дед был убит во Второй мировой войне.
rus,Он всегда смеётся.
rus,Он американец.
rus,Я не сомневаюсь в его искренности.
rus,Отец купил мне велосипед.
rus,"Вы молоды. Я, напротив, очень стар."
rus,"Уже десять лет, как моего отца нет в живых."
rus,В присутствии отца я чувствую себя неловко.
rus,Иногда мы с отцом ходим на рыбалку.
rus,"На мой взгляд его новая книга ужасно скучная. Думаю, что он не ахти какой писатель."
rus,Муж будит своего друга.
rus,"Пока живёшь, нужно надеяться."
rus,Мне за себя стыдно.
rus,Ты опять не пришел! А я так ждал...
rus,Мы встречаемся завтра?
rus,Он всегда прежде всего думает про собственную выгоду.
rus,У него мягкий характер.
rus,Глотай проклятья и строй хорошую мину.
rus,"Чтоб и волки были сыты, и овцы целы."
rus,"Каков человек, таково и имя."
rus,Я пользуюсь Firefox.
rus,Новый универмаг будет открыт в следующем месяце.
rus,Я даю тебе 5 долларов.
rus,Я даю Вам 5 долларов.
rus,Я даю вам 5 долларов.
rus,Я ем грушу.
rus,Я ем банан.
rus,Я ем огурец.
rus,Я ем фрукты.
rus,Я никогда не ем мяса.
rus,Я не ем.
rus,"Я хотел его ударить, но он от меня убежал."
rus,"Он любит меня, но я его не люблю."
rus,Неудача обескуражила его.
rus,Он очень красноречив.
rus,Почему он пришёл с ней?
rus,В прошлом году он сменил школу.
rus,Она хотела выйти замуж сразу.
rus,Я умею хорошо плавать.
rus,Этот велосипед принадлежит моему брату.
rus,Я пользуюсь Огнелисом.
rus,Я использую веб‐браузер «Firefox».
rus,Я пользуюсь веб‐браузером «Firefox».
rus,В 4 мы могли идти домой.
rus,Держи дверь закрытой.
rus,Ты был на Корейском полуострове?
rus,Я бы не сделал этого ни за что на свете.
rus,Дорога была перекрыта упавшими деревьями.
rus,"Тебе не кажется, что списывать на экзамене - это плохо?"
rus,Ты хочешь увидеть наш английский урок?
rus,А желтый?
rus,"Она выделялась, потому что она была одета в красное."
rus,Найди этот город на карте.
rus,В те дни в Японии не было радио.
rus,В чужой монастырь со своим уставом не ходят.
rus,Она учит меня плавать.
rus,Она укололась иголкой во время вышивания.
rus,В Японии высокая плотность населения.
rus,Отремонтировать велосипед мне стоило 1000 иен.
rus,Заключённый сбежал.
rus,"Он сказал, что Земля вращается вокруг Солнца."
rus,Я хочу обратиться к Вам за переводом этой книги на английский язык.
rus,Мы пошли в парк фотографировать.
rus,Мы пошли в парк фотографироваться.
rus,Ты меня радуешь.
rus,Я работаю в туристическом агентстве.
rus,Я ем рис.
rus,Она стояла перед зеркалом.
rus,Она простила мне разбитое зеркало.
rus,Она была ошеломляюще красива.
rus,Сейчас она держит его на расстоянии.
rus,"Она отличалась от большинства женщин в округе, потому что умела читать и писать."
rus,Увидеть её значит полюбить.
rus,Джим - человек слова.
rus,Последнее время я был очень занят.
rus,Настоящая дружба дороже денег.
rus,Попугаи часто подражают человеческой речи.
rus,"Елена - скорее хорошенькая, чем красивая."
rus,Его родители одобряют помолвку.
rus,Мой отец седеет.
rus,Она хлопочет на кухне.
rus,Он сделал своё замечание очень тактично.
rus,Моя мать каждое утро печёт хлеб.
rus,Он не силён в языках.
rus,Я нашёл яблоко и съел его.
rus,Тоска.
rus,Во даёт. Глаз-алмаз!
rus,Они болтают.
rus,"Смилуйся, боже, слёз моих ради!"
rus,Дети - это богатство бедных.
rus,"Писатель - это тот, для кого процесс письма более затруднителен, чем для остальных людей."
rus,Что ты ещё хочешь?
rus,Чего ещё тебе нужно?
rus,Чего ты хочешь сейчас?
rus,Вот мой багаж.
rus,Я собираюсь испечь торт на день рождения Мэри.
rus,Я буду делать торт на день рождения Мэри.
rus,"Жена часто звонит мне, когда ездит за границу."
rus,Как долго ждать?
rus,"Томми, ты меня слышишь?"
rus,Он обращается со мной как с ребёнком.
rus,"Дверь не открывается; наверно, замок сломался."
rus,Мне пришлось выдержать испытание.
rus,Этим домам по пятьсот лет.
rus,Без труда не вытащить и рыбку из пруда.
rus,Без труда слава не приходит.
rus,"Не нужен зять, когда дочь умерла."
rus,"Не ценный мил, а милый ценен."
rus,"Не одна собака его покусала, не один ветер скручивал."
rus,"Не найдя корову, тащат курицу."
rus,"Не бойся ножа, бойся болтовни."
rus,Не обманешь — не продашь.
rus,Правда для торговли не годится.
rus,Моё мнение кардинально отличается от вашего.
rus,Джон вчера приехал в Японию.
rus,На самом деле его лекция была скучной.
rus,Сколько тебе лет?
rus,Кончайте болтать и завершайте вашу работу.
rus,Эта курица несёт яйца практически каждый день.
rus,"Так как мой отец вырос в США, он свободно говорит по-английски."
rus,"Это такие же часы, как те, что я потерял."
rus,"Я с удовольствием помогу вам, если смогу."
rus,На светофоре зажёгся зелёный.
rus,Это правда.
rus,Где повар?
rus,Помогать - наша обязанность.
rus,Там жёлтая роза.
rus,"Каков плут, такова и палка."
rus,"С кем поведёшься, от того и наберёшься."
rus,"Какова птица, такова и клетка."
rus,"Каков человек, таково и его имя."
rus,По голове и шапка.
rus,Под давлением силы и закон отступает.
rus,"Когда сила приказывает, закон прощает."
rus,При пустом кошельке любовь пропадает.
rus,"Каким родился, таким и вырос."
rus,Мудрость приходит с возрастом.
rus,Ночью все кошки серы.
rus,"Потерявши владение, обрёл мудрость."
rus,Он пришёл ко мне совсем неожиданно.
rus,Август — мой самый любимый сын.
rus,В языке эсперанто мы видим будущий всемирный язык.
rus,Собаки не только воров облаивают.
rus,Дайте ему время.
rus,Он болен.
rus,Это международное сообщество.
rus,"Ты знаешь, когда произошло это событие?"
rus,Для бедного Тома всё уже закончилось.
rus,В течение двадцатого века это всё изменилось.
rus,Теперь тебе не нужно этого делать.
rus,Все мы довольны.
rus,"Человека с новой идеей считают чудаком - до тех пор, пока он не преуспевает воплотить идею в жизнь."
rus,Это далеко отсюда.
rus,Я увидел муху на потолке.
rus,Это очень помогло мне.
rus,В комнате ни одна вещь не подходила к остальным.
rus,Этот сон был для меня загадкой.
rus,"Хотя и беден, он был тем не менее счастлив."
rus,"Несмотря на все недостатки, его все любят."
rus,"Это интересно, но не относится к делу."
rus,Он пересёк Тихий Океан за тридцать дней.
rus,Проблема не в этом.
rus,Из её глаз капали слёзы.
rus,Солнце намного больше Луны.
rus,Не будем вдаваться в подробности.
rus,У Ани доброе сердце.
rus,Его мнение полностью отличается от нашего.
rus,"Воин осознаёт как свои преимущества, так и недостатки."
rus,Она не заботится об одежде.
rus,Ты выше всех.
rus,Игра была очень интересной.
rus,Меня ни капли не интересует химия.
rus,Он - отец двоих детей.
rus,Боги существуют.
rus,"Какова роженица, таковы и дети."
rus,"Как вас увидят, так и оценят."
rus,"Каков поп, таков и приход."
rus,"Какова мать, такова и дочь."
rus,Угощение -- смотря по угощаемому.
rus,"Как аукнется, так и откликнется."
rus,"Какая жизнь, такая и смерть."
rus,"Куда бы лягушка ни подалась, всюду по болоту скучает."
rus,По плате и работа.
rus,"Каков суфлёр, таков и актёр."
rus,В Колумбии разговаривают на испанском.
rus,Я поехал в Сендай и тут же вернулся.
rus,Даже его преподаватель не понял его.
rus,"Я поехал в Сендай, и сразу же поспешил обратно."
rus,Мы надеемся повстречаться с вами на 97-ом UK.
rus,"Если у вас будут какие-либо сомнения, не колеблясь, сообщите мне."
rus,Где железнодорожная станция?
rus,Не мог бы ты мне одолжить немного денег?
rus,Боб не мог сдержать свой гнев.
rus,"Возможно, она придет."
rus,"Как правило, критиковать легко, а высказать альтернативные предложения - трудно."
rus,"К нашему удивлению, занавес начал подниматься преждевременно."
rus,Положи это лекарство вне досягаемости ребёнка.
rus,"К слову, что случилось с тем человеком, который работал здесь?"
rus,"Малыш плачет, потому что теперь он голодный."
rus,Она хорошо знакома с испанской литературой.
rus,"Трудно сказать, как долго продлится их ссора."
rus,Сегодня тебе следует остаться дома.
rus,Что-нибудь ещё?
rus,В США меня часто принимали за китайца.
rus,Если хочешь быть счастливым - будь!
rus,"Казалось, они его не заметили."
rus,"Похоже, они этого не заметили."
rus,Он звонил мне снова и снова.
rus,Я потерял его в толпе.
rus,Её муж обычно пьян.
rus,Я забыл его номер телефона.
rus,Мне хотелось с кем-нибудь поговорить.
rus,Я была плохой матерью.
rus,"Если не хочешь по-моему, делай по-своему."
rus,У этой собаки короткий хвост.
rus,"Это не совсем то, что я хотел."
rus,"Мудрость - это проклятие, когда она ничего не приносит тому, кто ею обладает."
rus,Кто-то вообще живёт на Альфе Центавра?
rus,"Если бы женщины знали, как мы по ним скучаем, они бы раньше уходили."
rus,Начался сезон дождей.
rus,"Он ещё пишет романы время от времени, но не так часто, как раньше."
rus,Билл нервничает из-за экзамена.
rus,"По слухам, он может говорить без бумажки."
rus,Мы будем поливать сад сегодня после обеда.
rus,Масло делают из молока.
rus,"Мы взяли такси, чтобы не опоздать."
rus,Он хорошо плавает.
rus,Зачем вы пришли сюда?
rus,Мой дедушка умер три года назад.
rus,"Пожалуйста, выключи свет, когда уйдёшь из комнаты."
rus,Жить без кислорода невозможно.
rus,Почему вы обвиняете моего сына?
rus,Ты побеждён. Сдавайся.
rus,Он послал мне сообщение по телефону.
rus,"Неизвестно, когда закончится война."
rus,У меня здесь порез.
rus,Этот мост построили два года назад.
rus,Вор скрылся с деньгами.
rus,Он живёт с удобствами.
rus,Неужели ты не можешь подождать еще десять минут?
rus,"Короче говоря, мы поженились."
rus,Она не хотела сказать своё имя.
rus,Он работает в большой городской больнице.
rus,Я немного говорю по-японски.
rus,Обычное состояние этого вещества - твёрдое.
rus,Унесите этот стол.
rus,"Исследование продемонстрировало, насколько загрязнены современные реки."
rus,Заложники будут освобождены перед Рождеством.
rus,Гости прибывали парами и по трое.
rus,Я смогу наладить это в момент.
rus,"Услышав новость, он почувствовал облегчение."
rus,Конечно же я хороший водитель.
rus,Она будет дома к пяти?
rus,Надо мной все смеялись.
rus,После декретного отпуска она возобновила работу на старом месте.
rus,Я должен был присутствовать на этой лекции.
rus,Мы едим здесь.
rus,Его брат всегда смотрит телевизор.
rus,Публика - лучший судья.
rus,Он уже приехал?
rus,Мосты горят и надежды мало.
rus,Мне не до шуток.
rus,Я родился и вырос в Токио.
rus,"В 1930-е, во время Великой Депрессии, многие состоятельные люди потеряли всё при обвале биржевого рынка."
rus,Он взял выходной.
rus,Он выполнил работу самостоятельно.
rus,"Они говорили, как старые друзья."
rus,Люди подвластны искушениям.
rus,Кто отсутствует?
rus,Он - японского происхождения.
rus,Все билеты проданы.
rus,Дом требует ремонта.
rus,Мы увидели вдалеке дым.
rus,Я вижу Дана и Андрея.
rus,Она продолжала говорить во время еды.
rus,Дворецкий объявил о прибытии г-на Смита с супругой.
rus,Где согласие -- там божье благословение.
rus,Около мёда в мухах недостатка нет.
rus,"Где хлеб, там и не без крошек."
rus,"Где дым стоит, там и горит."
rus,"Он сколько заслужил, столько и получил."
rus,"У нас, как у всех."
rus,"Ломается там, где тонко."
rus,Нет света без тени.
rus,"Где моя вотчина, там и командую."
rus,"Ссоры там, где угрозы."
rus,"Куда иголка, туда и нитка."
rus,"Где советом не помочь, уже ничем не помочь."
rus,"Стреляю всюду, и всюду мимо."
rus,"Куда ни кинь, всюду клин."
rus,Куда ни сунешься -- беда.
rus,Куда ни повернись -- всюду плохо.
rus,"Где хлеб, там не без мышей."
rus,"Где согласие, там и порядок."
rus,"Где женщина за рулём, там всё плохо кончается."
rus,К кому в гости приду — того юбилей и праздную.
rus,"Где рабу власть дают, там хозяину вскоре в рабах ходить."
rus,Честный политик? Следующий!
rus,"Sysko, ты завтра исправишь узбекскую транслитерацию?"
rus,Один раз не в счёт.
rus,"«Один раз не в счёт», — сказала молодая женщина. Но гинеколог сказал: «Двойня»."
rus,"ASCII-кавычки — суррогатный символ, заменяющий «настоящие» кавычки, которые зависят от языка, и с приходом уникода ASCII-кавычки устарели."
rus,"Однажды ты проснёшься и поймёшь, что умер."
rus,"Пересекая время, насекомые из прошедших веков живо танцуют в янтаре."
rus,"Таро, ужин готов!"
rus,"Таро, обед готов!"
rus,Надежда умирает последней — но она умирает!
rus,Надежда умирает последней.
rus,"Где страх, там и стыд."
rus,Сегодня попросту слишком холодно.
rus,Она совершила попытку самоубийства.
rus,Его долг достиг 100 долларов.
rus,Я не смотрю телевизор.
rus,Мне нравится этот.
rus,Над землёй находится воздух.
rus,Я любим.
rus,Я был любим.
rus,Я буду любим.
rus,Я был бы любим.
rus,Я любима.
rus,Я была любима.
rus,Я буду любима.
rus,Я была бы любима.
rus,Куда вы идёте?
rus,Куда Вы идёте?
rus,Я иду в сад.
rus,Вон отсюда!
rus,Он подвергался многим опасностям.
rus,"Знаешь, что? Я еду в Новую Зеландию на учёбу."
rus,Представляешь? Я еду учиться в Новую Зеландию.
rus,Это не моя вина!
rus,Продолжайте идти. Вы увидите банк слева.
rus,"Торопитесь, иначе вы опоздаете на обед."
rus,Этот план был обречен на провал с самого начала.
rus,Её мать была из семьи Кеннеди.
rus,Я не афинянин и не грек.
rus,"Он зарабатывал деньги, разнося газеты."
rus,"Когда его начальник поблизости, он изображает энтузиазм."
rus,Он собирался жениться на ней.
rus,"Когда будешь стирать эту сумку, пожалуйста, не клади её в стиральную машину."
rus,Я займусь этой проблемой.
rus,На данный момент я не нуждаюсь в деньгах.
rus,Он пытался собрать части разбитой вазы.
rus,Однажды я встретил его.
rus,Львов для львов!
rus,Он часто ест рыбу на ужин.
rus,У него есть машина.
rus,"Что в лад не звучит, то и в рифму не ляжет."
rus,"Что одному лекарство, то другому — яд."
rus,"Где болит, там и чешем."
rus,"Что болит, о том и плачем."
rus,"Что хорошо для тебя, хорошо и для меня."
rus,"Что делается, то и разрешено."
rus,"Что выучено, не потеряется."
rus,Сделанного не переделать.
rus,Полуфабрикаты облегчают жизнь домохозяек.
rus,"Я не знаю об этой пьесе, но я хорошо знаю автора."
rus,Только в тот день его не было.
rus,Всех нас объединяет дружба.
rus,"Пожалуйста, не отвечайте на это мошенническое сообщение и, конечно же, не нажимайте на ссылки, которые в нём размещены."
rus,Сила этой цепи заключается в ее наиболее слабом звене.
rus,"Не наказывайте девочку строго, относитесь к ней мягче."
rus,"Собака следовала за хозяином, виляя хвостом."
rus,Многие люди используют банкоматы для снятия денег.
rus,Я иду из сада.
rus,Я разбил твою пепельницу.
rus,Должен ли я сходить к доктору?
rus,Я приехал сюда вчера вечером.
rus,Ты сидишь между мной и Мег.
rus,Её юбка связана из грубой шерсти.
rus,Он специалист по астрономии.
rus,Тебе нужно просыпаться чуть-чуть раньше.
rus,Я знаю название этого животного.
rus,"Ты может быть не помнишь, но мне этого не забыть вовек."
rus,Ты знаешь когда сюда придёт музыкант?
rus,Они показали сцену в замедленной съёмке.
rus,"Я сильно занят после того, как вернулся из-за границы."
rus,Это яблоко очень кислое.
rus,От вазы на столе осталась лужица.
rus,"Пойди посмотри, кто это."
rus,Я не могу редкостные экземпляры достать.
rus,В финале он допустил фальстарт и был дисквалифицирован.
rus,В голосе его звучали нотки огорчения.
rus,Ты должен сам испытать всё на собственной шкуре.
rus,Между форвардами произошла стычка.
rus,Она покраснела и изобразила на своём лице недоумение.
rus,После смерти моя душа обратится в небытие.
rus,"Это косвенное доказательство того, что он единственный наш враг."
rus,Она выглядит счастливой.
rus,В моей комнате убрали.
rus,"Даже свинья залезет на дерево, если её похвалить."
rus,Ширина моста — 30 метров.
rus,Теперь я вспомнил!
rus,Кто играет Гамлета?
rus,Он был арестован за убийство.
rus,"Хорошо учить того, кто хочет всё знать."
rus,"Она достаточно взрослая, чтобы иметь водительские права."
rus,В один из этих дней я иду на художественную выставку.
rus,Ты должен научиться сдерживаться.
rus,И это не преувеличение.
rus,Смотри! На кухне кот.
rus,"Тело - это сад, садовник которому - наша воля."
rus,Деньги - корень всех зол.
rus,Он бежит.
rus,Она бежит.
rus,Моему дяде был поставлен диагноз лейкемия.
rus,Он учитель.
rus,"Он не мог прийти, так как был болен."
rus,Это мой друг.
rus,Она живёт в Киото.
rus,Он живёт в Киото.
rus,Питер любит Джейн.
rus,Я должен помочь своей матери.
rus,Я должен думать о своих детях.
rus,Моя рука в горячей воде.
rus,Мы женаты уже пять лет.
rus,У меня много цветов.
rus,Он преподаёт арабский язык.
rus,"Не могу сказать, что я разделяю ваш энтузиазм по поводу этой идеи."
rus,Я плакала всю ночь.
rus,Я плакал всю ночь.
rus,Я проплакал всю ночь.
rus,Он может плавать очень быстро.
rus,Она без сознания.
rus,Его акцент звучит немного странно.
rus,Билл похлопал меня по плечу.
rus,Все люди смертны.
rus,"Меня не увольняли, я сам ушёл."
rus,Чрезвычайная ситуация может произойти в любое время.
rus,"Если бы я мог заново выстроить порядок букв в английском алфавите, я бы поставил I и U вместе."
rus,Он вернулся из КНР.
rus,"В старину люди считали, что Земля - плоская."
rus,"Когда она была маленькой, она очень хорошо пела."
rus,Японские студенты учатся 35 недель в год.
rus,"Он не американец, он француз."
rus,Вчера вечером я написал три письма.
rus,Я собираюсь купить своей дочери фотоаппарат.
rus,Она свободно говорит по-французски.
rus,"Удобный - это антоним к ""неудобный""."
rus,Гусеница превратилась в бабочку.
rus,"Между небом наверху и преисподней внизу находится место, которое называется землей."
rus,"Я не мыслю жизни без сладкого, я сладкоежка."
rus,Я дам изгнанницам шанс вернуться в свои родные страны.
rus,Я нашёл ценную летопись на чердаке.
rus,Я не могу понимать и сопереживать чужих чувств.
rus,Мне не хватает решимости признаться ей в своих чувствах.
rus,Какой средний возраст в этом классе?
rus,Ты похож на идиота.
rus,Ты похожа на идиотку.
rus,Вы похожи на идиотов.
rus,"Я всей душой ненавижу ходить в школу. Единственное, что утешает, так это то, что когда-нибудь это кончится."
rus,"Что услышал, то передаю."
rus,"Что один раз миновало, то в другой раз попадёт."
rus,"Что ярче блестит, то все и выбирают."
rus,"Что из зубов вырвалось, то губы не задержат."
rus,"Что было и прошло, то время разбило."
rus,"Что хорошо белке, грифу не подойдёт."
rus,"Что стоит немного, стоит дороже всего."
rus,"Сколько ни старайся, ничего не выйдет."
rus,"Я знаю, как вы заняты, но для продолжения работы над проектом мне нужно получить от вас ответ на моё последнее письмо. Вы можете уделить минутку и ответить мне?"
rus,В чем преимущество этой технологии?
rus,Этот форт построен для защиты города от вторжения.
rus,Будьте осторожны при обращении со спичками.
rus,"Доходы растут, но не так быстро, как расходы."
rus,Это достаточно разумно.
rus,"Пожалуйста, заверните это."
rus,Он всегда говорит правду.
rus,Курение убивает.
rus,"Шарф, соскользнув с плеча, упал на землю."
rus,Меня не так легко обмануть притворными клятвами.
rus,В моём гардеробе есть вешалки для одежды.
rus,Постоянное ощущение усталости меня нервирует.
rus,Мужчины не должны носить чёлку.
rus,Рекомендуется воздержаться от поездок.
rus,"Мои соседи по комнате уже объяснили мне, кто такая Бьорк."
rus,"Олег счастлив, что его кто-то любит."
rus,"Мои соседи уже объяснили мне, кто такая Бьорк."
rus,Меня не ебёт.
rus,Не беги так быстро.
rus,Разве ты не слышала крик?
rus,"Спасибо, хорошо."
rus,Легко.
rus,"Эй, Пандарк, как это ты стал таким известным, что Фарамп начала писать про тебя предложения?"
rus,Я хочу съесть яблочный пирог.
rus,"Кстати, вы сделали свою домашнюю работу?"
rus,"В эпоху Тан город Нинбо назывался ""Минчжоу""."
rus,Ничто не происходит помимо твоей воли.
rus,Я внимательно изучил контракт.
rus,Пора спать.
rus,Они серьёзно относятся к образованию своих детей.
rus,Я очень много слышал о Вас.
rus,"Я устал от обыденной, рутинной жизни."
rus,"Он знает о джазе всё, что только можно."
rus,Никто не пришёл.
rus,"Возможно, его история достоверна."
