"language","text"
"Russian","Безо всяких проводов."
"Russian","Может, они соединяются электричеством, которое возникает во время трения колес о рельсы?"
"Russian","Парень, с которым ты познакомилась в галерее ""Саатчи""."
"Russian","Ты была ему - очень даже."
"Russian","Предоставь все мне."
"Russian","Иногда думаю, что без Тома, я бы давным-давно сгинула с лица земли."
"Russian","Вторник, 19 Сентября"
"Russian","Я собираюсь на свидание с красавцем-юношей, который выглядит так, словно сошел с рекламы диетической Кока-Колы."
"Russian","Гав оказался совершенным очаровашкой и в субботу на обеде у Алекса вел себя безупречно: флиртовал напропалую со всеми женщинами подряд, ласкался ко мне и парировал каверзные вопросы о наших ""отношениях"" с интеллектуальной ловкостью студента Оксфорда."
"Russian","К несчатью, я до того исходила благодарностью, (похотью), в такси по дороге домой, что была не в силах противиться его поползновениям, (попытке положить руку мне на колено)."
"Russian","Однако, мне удалось взять себя в руки, (запаниковать), и не принять его приглашения зайти к нему на чашечку кофе."
"Russian","Вместе с тем, мне было стыдно, что я вбестолку возбудила его, (без конца повторяла про себя ""черт, черт, черт, черт""), и поэтому, когда он позвонил и пригласил меня сегодня вечером к себе на обед, я с благодарностью согласилась, (чуть не лопнула от восторга)."
"Russian","Чувствую себя старухой."
"Russian","Так давно не была на свидании, что полная собой, не могла удержаться и не похвастаться перед таксишником своим ""другом"" и тем, что еду к своему ""другу"", который готовит мне ужин."
"Russian","К несчастью, когда мы подкатили к данному мною адресу, улице Малден 4, там оказалась лавка овощей и фруктов."
"Russian","Я, естественно, забыла номер Гава, поэтому мне пришлось притвориться, будто я звоню ему, а его телефон занят, потом звонить Тому и узнавать у него адрес Гава так, чтобы таксист не подумал, будто я натрепалась ему о своем ""друге""."
"Russian","Оказалось, правильным адресом была улица Малден 44, просто я невнимательно его записала."
"Russian","По дороге туда мы с таксистом уже не разговаривали."
"Russian","Уверена, что он принял меня за проститутку или кого-нибудь еще в этом роде."
"Russian","Сперва мне было немного не по себе."
"Russian","Мы оба держались ласково, но застенчиво - это чем-то напомнило мне школьные годы и чаепития в доме у однокласницы - кандидатки в лучшие подруги."
"Russian","Гав приготовил мясной соус с помидорами и луком."
"Russian","Дело застопорилось, когда с приготовлениями к обеду и с самим обедом было покончено."
"Russian","Каким-то образом разговор перешел на Принцессу Диану."
"Russian","В день их свадьбы я сидела на стене, рядом с церковью Святого Павла, - говорила я, - а ты там был?"
"Russian","Потом мы замолчали и Гав принялся весьма пылко, (это и есть самое прекрасное качество двадцати-двухлетних пацанов), целовать меня и шарить по моей одежде в поисках отверстий."
"Russian","Наконец, ему удалось просунуть руку мне на живот и тогда он сказал:"
"Russian","Ты вся такая рыхлая."
"Russian","Это меня сразило."
"Russian","Ничего не выходит."
"Russian","Пора махнуть на все рукой и начать преподавать религию в женской гимназии."
"Russian","Суббота, 23 Сентября"
"Russian","Сейчас отвечу на приглашение Марка Дарси и вежливо, но твердо заявлю, что придти не смогу."
"Russian","Зачем мне идти?"
"Russian","Я не близкая подруга и не родственница, к тому же, из-за этого придется пропустить ""Свидание с Незнакомкой"" и ""Несчастные Случаи""."
"Russian","Однако, боже мой."
"Russian","Это идиотское приглашение написано от третьего лица, видно его составители живут с таким шиком, что пригласить людей на вечеринку от своего лица для них то же самое, что назвать дамскую туалетную комнату - общественной уборной."
"Russian","Смутно припоминаю, что детьми нас учили отвечать в таких случаях в некоем косвенном стиле, как бы от имени воображаемого человека, нанятого для того чтобы отвечать моим друзьям на их приглашения, составленные, опять-таки, воображаемыми людьми, которых они, тоже, специально для этого, наняли."
"Russian","Что же написать?"
"Russian","БРИДЖИТ ДЖОНС СОЖАЛЕЕТ, ЧТО НЕ МОЖЕТ..."
"Russian","МИСС БРИДЖИТ ДЖОНС В ОТЧАЯНИИ, ОТТОГО ЧТО НЕ СМОЖЕТ..."
"Russian","УНИЧТОЖЕНА, И ЭТО ЕЩЕ МЯГКО СКАЗАНО О ЧУВСТВАХ МИСС БРИДЖИТ ДЖОНС..."
"Russian","С ВЕЛИЧАЙШИМ ПРИСКОРБИЕМ СООБЩАЕМ, ЧТО ОГОРЧЕНИЕ МИСС БРИДЖИТ ДЖОНС ТЕМ, ЧТО ОНА НЕ МОГЛА ПРИНЯТЬ ЛЮБЕЗНОЕ ПРИГЛАШЕНИЕ МИСТЕРА МАРКА ДАРСИ БЫЛО СТОЛЬ ВЕЛИКО, ЧТО ОНА ПОКОНЧИЛА ЖИЗНЬ САМОУБИЙСТВОМ И ТАКИМ ОБРАЗОМ, ТЕПЕРЬ, БОЛЕЕ ЧЕМ КОГДА-ЛИБО, НИКАК НЕ В СИЛАХ ПРИНЯТЬ ВЕЛИКОДУШНОЕ ПРИГЛАШЕНИЕ МИСТЕРА МАРКА ДАРСИ..."
"Russian","Это был папа."
"Russian","С тех пор, как в начале августа твоя мать взяла интервью о разводе у Лисы Лисон, она только и думает, кому достанется шкаф с отделкой из красного дерева и набор коффейных столиков, которые вставляются один в другой, а время от времени переключается на рубиновую свадьбу Дарси."
"Russian","На другом конце провода воцарилось молчание."
"Russian","Послышался приглушенный всхлип."
"Russian","По-моему, у него нервное расстройство."
"Russian","Что ж, если б я была тридцать-девять лет жената на маме, у меня бы тоже давно случилось нервное расстройство, даже если б она и не уходила от меня к экскурсоводу-португальцу."
"Russian","Просто...Я тоже хотел что-нибудь придумать и не идти."
"Russian","Вместо этого, махнем в кино."
"Russian","Я обязательно пойду, Бриджит."
"Russian","Я напялю свой выходной костюм и буду высоко держать голову и... но..., - снова всхлипывания."
"Russian","МИСС БРИДЖИТ ДЖОНС С ВЕЛИЧАЙШИМ УДОВОЛЬСТВИЕМ..."
"Russian","МИСС БРИДЖИТ ДЖОНС БЛАГОДАРИТ МИСТЕРА МАРКА ДАРСИ ЗА ЕГО..."
"Russian","С ВЕЛИЧАЙШИМ УДОВОЛЬСТВИЕМ, МИСС БРИДЖИТ ДЖОНС ПРИНИМАЕТ..."
"Russian","Ой ты, Господи, Боже мой!"
"Russian","СПАСИБО ЗА ВАШЕ ПРИГЛАШЕНИЕ НА РУБИНОВУЮ СВАДЬБУ МАЛКОМА И ИЛЕЙН."
"Russian","Я С РАДОСТЬЮ ПРИДУ."
"Russian","БРИДЖИТ БРИДЖИТ (ДЖОНС)"
"Russian","Теперь перепишу набело, проверю, нет ли ошибок и отошлю."
"Russian","Вторник, 26 Сентября"
"Russian","Да я прямо святой становлюсь."
"Russian","Как здорово думать о карьере, а не переживать из-за таких тривиальных вещей, как мужчины и личная жизнь."
"Russian","На ""Добром Дне!"""
"Russian","все идет отлично."
"Russian","По-моему, у меня талант к популярному телевидению."
"Russian","Самая замечательная новость это то, что меня скоро попробуют снимать."
"Russian","Так на прошлой неделе решил Ричард Финч."
"Russian","Ему в голову взбрела идея сделать прямой репортаж с разных спасательных служб по всему Лондону, в котором репортеры будут принимать непосредственное участие в спасательных работах."
"Russian","Сначала ему не везло."
"Russian","Мои сотрудники шушукались, что спасательные бригады всех ближайший графств, а также полиция и Скорая Помощь отказались иметь с ним дело."
"Russian","Но сегодня утром, как только я явилась на работу, он схватил меня за плечи и проорал:"
"Russian","Будем тебя снимать."
"Russian","Мне нужна мини-юбка."
"Russian","Мне нужен пожарный шлем."
"Russian","Мне нужно, чтобы ты направляла шланг."
"Russian","После этого начался полнейший хаос."
"Russian","Все побросали свои дела и принялись орать в телефоны о сводках, башнях и съемочных группах."
"Russian","Короче, завтра, в 11:00, я буду вести репораж из пожарной станции Льюишама."
"Russian","Сегодня вечером обзвоню всех и скажу им, чтобы смотрели."
"Russian","Жду-не дождусь рассказать маме."
"Russian","Среда, 27 Сентября"
"Russian","Я целый день репетировала и готовилась."
"Russian","План был таков: когда начнут показывать Льюишам, я съеду вниз по пожарной каланче и сразу приступлю к интервью с главным пожарником."
"Russian","В пять часов, когда началась наша передача, я уже сидела на самом верху каланчи, как курица на насесте, и была готова по первому сигналу скользить вниз."
"Russian","Вдруг в моем наушнике раздался крик Ричарда:"
"Russian","Я перестала держаться и заскользила вниз."
"Russian","А он, тем временем, продолжал орать:"
"Russian","Бриджит в Льюишаме, будь наготове."
"Russian","Переключаемся на тебя через 30 секунд."
"Russian","Я прикинула, не метнуться ли вниз, а потом снова залезть наверх по лестнице?"
"Russian","Но оказалось, я спустилась всего на пять футов, поэтому я решила быстренько подтянуться обратно наверх."
"Russian","И тут в моем ухе раздался вопль:"
"Russian","Чем ты, мать твою, занимаешься!"
"Russian","Ты должна скользить вниз, а не карабкаться наверх."
"Russian","Пошла, пошла, пошла!"
"Russian","Я ошеломленно ухмыльнулась в камеру, камнем бросилась вниз и приземлилась прямо перед пожарником, у которого должна была брать интервью."
"Russian","Закругляйтесь, заканчивай, Бриджит!"
"Russian","Четверг, 28 Сентября"
"Russian","Ричард Финч опозорил меня перед всем собранием и забросал меня словами типа: ""кавардак"", ""позор"", ""чертова идиотка"" ""кровопийца"" и т. д."
"Russian","""А теперь, вернемся в студию"", кажется, стало на работе новым крылатым выражением."
"Russian","Всякий раз, когда кому-то задают вопрос, на который они не могут ответить, они начинают:"
"Russian","А вот юнцы в живописных лохмотьях, как ни странно, теперь относятся ко мне гораздо дружелюбней."
"Russian","Даже Патчули, (даже она!"
"Russian","Он, это, обожает на всех орать."
"Russian","Усекаешь, че я говорю?"
"Russian","Эта штука с пожарной каланчой была очень даже, это, подрывной и блестящей, вот."
"Russian","Вообщем, это...а теперь, вернемся в студию, ладно?"
"Russian","Ричард Финч теперь или игнорирует меня, или трясет головой - словно не верит своим глазам, стоит мне мелькнуть перед ним и мне весь день ничего не поручали."
"Russian","О боже, мне так обидно."
"Russian","Я думала, я наконец нашла свое призвание, а теперь - все пропало и вдобавок в субботу надо идти на эту ужасную рубиновую свадьбу, а мне нечего одеть."
"Russian","Ни на что я не способна."
"Russian","Ни с мужчинами."
"Russian","Ни в обществе."
"Russian","Ни на работе."
"Russian","Ни на что."
"Russian","Октябрь - Свидание с Дарси."
"Russian","Воскресенье, 1 Октября"
"Russian","особенно для вечеринки)."
"Russian","Самый поразительный вечер в моей жизни."
"Russian","Всю пятницу я грустила и переживала, но потом меня навестила Джуд."
"Russian","Она посоветовала смотреть на вещи более оптимистично и вдобавок, принесла потрясающее черное платье, чтобы мне было в чем идти на прием."
"Russian","Я заволновалась, вдруг я нечаянно порву или закапаю его, но она заявила, что беспокоится не о чем - на своей важной должности она отлично зарабатывает и у нее полно таких платьев."
"Russian","Любимая моя Джуд."
"Russian","Девчонки, вообще, намного добрее парней, (кроме Тома, но он гомосексуалист)."
"Russian","Сразу по прибытии на прием у меня отвисла челюсть, т.к."
"Russian","вопреки моим ожиданиям, жилищем Марка Дарси оказался не узенький домик с белой терассой, вроде тех, что стоят на Портланд-Стрит, а огромный, окруженный зеленью, похожий на свадебный торт особняк, расположенный на фешенебельной стороне Холланд-Парка, (говорят, на этой стороне также живет Харольд Пинтер1)."
"Russian","Марк, действительно, от души постарался ради своих мамы и папы."
"Russian","Все деревья были со вкусом украшены сказочными красными лампочками и гирляндами из блестящих алых сердечек, а над аллеей, ведущей от улицы до самого дома, был растянут нарядный, красно-белый навес."
"Russian","У дверей все выглядело еще более заманчивым - нас приветствовали вышколенные официанты."
"Russian","Они тут же предложили нам шампанское и забрали у нас наши подарки, (я купила Малкому и Илейн коллекцию любовных песен, которые вышли в год их свадьбы и отдельно для Илейн, горелку из красной обожженной глины, для эфирного масла - на Карри из Индюшки мы с ней болтали про эфирное масло)."
"Russian","Потом нас повели вниз по величественной, витиеватой лестнице из светлого дерева."
"Russian","На каждой ее ступенке с обеих сторон горели красные свечи-сердечки."
"Russian","Спустившись, мы очутились в огромной зале с темным паркетом и оранжереей, через которую можно было выйти в сад."
"Russian","Зала была ярко освещена свечами."
"Russian","Мы с папой вытаращили глаза и застыли на месте, не в силах вымолвить ни слова."
"Russian","Вместо дешевых закусочек, которые я привыкла видеть на соберонах своих родителей, как то: блюд из дутого стекла с корнишонами; тарелок с кружевными салфеточками и зубочистками с дольками грейпфрута, кусочками сыра и ананаса - здесь были широкие серебрянные подносы с креветками, тартелетками из помидоров и моцареллы, и куринным соте."
"Russian","Гости переглядывались друг с другом, словно не верили удаче, которая забросила их сюда, вскидывали головы и заливались счастливым смехом."
"Russian","Уна Альконберри выглядела так, словно только что обсосала лимон."
"Russian","Это шикарный прием, - заявил папа, угощаясь девятнадцатым по счету ломтиком поджаренного хлеба с холодным мясом."
"Russian","Я, которая так долго страшилась этого вечера, теперь была вне себя от восторга."
"Russian","Ко мне до сих пор никто не лез и не выпытывал, почему я не замужем."
"Russian","А между тем на нас уже неслась мама."
"Russian","Я вдруг подумала, невольно скривившись, что рубиновые свадьбы мамы и Уны тоже не за горами."
"Russian","Насколько я знаю свою мать, она навряд ли сочтет свой уход от мужа к экскурсоводу-португальцу достаточно веской причиной для того, чтобы встать преградой этому семейному торжеству и будет полна решимости любой ценой заткнуть за пояс Илейн Дарси, даже если ради этого придется пожертвовать своей ни в чем не повинной дочерью и насильно выдать ее замуж."
"Russian","Бриджит, неужели у тебя нет нарядной шали, накинуть на плечи?"
"Russian","Почему ты не общаешься с Марком?"
"Russian","Я это сразу сказала, - с видом победительницы зашипела Уна, - Колин, разве я не говорила?"
"Russian","Я с тревогой огляделась по сторонам и тут же дернулась в ужасе."
"Russian","Меньше чем в трех футах от нас стоял Марк Дарси."
"Russian","И он, естественно, все слышал."
"Russian","Я открыла рот, чтобы что-то сказать, как-то сгладить создавшуюся неловкость, но он быстро отошел."
"Russian","Ужин был сервирован в ""большой гостинной"" на втором этаже и когда, следуя общему течению, я начала подниматься по лестнице, то обнаружила, что нахожусь прямо за Марком Дарси."
"Russian","Он посмотрел по сторонам, полностью проигнорировал меня и снова отвернулся."
"Russian","Извините, я вас не заметил, - сказал он."
"Russian","Некоторое время он молча смотрел на меня."
"Russian","Простите, я должен проверить... кто где сидит."
"Russian","Кстати, - добавил он, - мне очень понравился ваш репортаж из Льюишама, - я чуть было не грохнулась в обморок, а он уже повернулся, и лавируя между гостями и извиняясь, начал быстро подниматься по лестнице."
"Russian","На верхней ступенке навстречу ему выплыла Наташа в платье из ослепительного золотого шифона и сразу, как нечто само собой разумеющееся, схватила его под руку."
"Russian","Она так торопилась сделать это, что споткнулась об одну из стоящих на полу свечей и красный воск моменталько запачкал подол ее платья."
"Russian","Они двинулись вперед и постепенно изчезли у меня из виду, но я успела расслышать, как она сразу принялась его пилить:"
"Russian","Лучше бы ты потратил это время на размещение гостей..."
"Russian","Но как ни странно, места гостей за столами были продуманны блестяще."
"Russian","Рядом с мамой сидел не папа и не Джулио, а Брайан Эндерби, с которым она обожает в шутку флиртовать."
"Russian","Джулио усадили рядом со сногсшибательной пятидесяти-пятилетней теткой Марка Дарси, которая была в совершенном восторге от такого соседства, а папа, розовый от удовольствия, восседал рядом с роскошной дамой, как две капли воды похожей на Фей Данауэй2."
"Russian","Мне стало очень весело и интересно."
"Russian","А вдруг, я окажусь между двумя аппетитными приятелями Марка, какими-нибудь высоко-котирующимися адвокатами или американцами из Бостона?"
"Russian","Я начала искать табличку со своим именем и вдруг справа от меня раздался знакомый гнусавый голос:"
"Russian","Какой я счастливчик!"
"Russian","Смотри-ка, ты прямо рядом со мной."
"Russian","Уна говорит, ты рассталась со своим приятелем."
"Russian","Ну, я не знаю!"
"Russian","Когда же мы тебя замуж отдадим?"
"Russian","Шелковое, абрикосового цвета."
"Russian","Или же новая сутана от Гамирелли: тридцать-девять пуговиц и все такое."
"Russian","Оказалось, Марк заботливо усадил меня между Джеффри Алконберри и нашим голубым викарием."
"Russian","Но грех жаловаться."
"Russian","Стоило нам кирнуть, как разговор потек плавно."
"Russian","Я расспрашивала викария о чуде с индейскими глинянными статуями Ганеша-Слона, которые умели пить молоко."
"Russian","Викарий отвечал, что в святых кругах объяснением чуда считают воздействие на глину жары и сразу после нее, холода."
"Russian","Тем временем, ужин закончился, все заторопились вниз на танцы, а я все сидела и размышляла над его ответом."
"Russian","Раздираемая любопытством и кроме того, желая, таким образом, избавиться от необходимости танцевать твист с Джеффри Алконберри, я извинилась, тихонечко сперла со стола чайную ложку и маленький молочник и прокралась в комнату, в которой для всеобщего обозрения, (что в какой-то степени подтверждало Унино обвинение в вычурности), были выставлены развернутые подарки."
"Russian","Я долго не могла найти свою глинянную горелку - ее засунули в самою глубину, за все остальные подарки."
"Russian","Достав ее оттуда, я быстро наполнила чайную ложку молоком и влила его в горелку, в ту дырочку, куда вставляется фитиль и не поверила глазам своим: горелка для эфирного масла весьма успешно заправлялась молоком."
"Russian","Представляете, молоко исчезло с чайной ложки и впиталось в фитиль!"
"Russian","У меня язык прилип к гортани."
"Russian","Наверняка он решил, что я хотела стащить их подарки."
"Russian","Я снова наполнила чайную ложку молоком и начала потихонечку лить его в горелку, и оно опять медленно впиталось в фитиль."
"Russian","Кажется, это произвело на него определенное впечатление."
"Russian","В этот момент в дверях появилась Наташа."
"Russian","Я узнаю подол."
"Russian","Я очень хотела придумать ей в ответ что-нибудь остроумное и колкое, но в голову, как назло, ничего не шло."
"Russian","Поэтому после довольно длинной, дурацкой паузы, я воскликнула:"
"Russian","Было очень приятно вновь увидеться."
"Russian","Я решила выйти на свежий воздух и подымить."
"Russian","Стоял изумительный, теплый вечер, в небе было много звезд и луна мягко серебрила густые кусты рододендронов."
"Russian","Лично я не в восторге от рододендронов."
"Russian","Они напоминают мне романы о викторианских сельских усадьбах, где люди вечно тонут в озерах."
"Russian","Я спустилась в темный сад."
"Russian","Оркестр в несколько старомодной, fin de millennium3 манере играл венские вальсы."
"Russian","Вдруг над моей головой послышался шорох."
"Russian","Я подняла глаза и увидела на остекленной двери чей-то силуэт."
"Russian","Это был совсем еще зеленый, светловолосый юнец - такой шорошенький, аккуратненький школьник."
"Russian","Потом он неуверенно зажег сигарету и спустился ко мне."
"Russian","Ой, простите, - спохватился он, - Саймон Далримпл, - и он поспешно протянул мне руку, словно мы находились на торжественном открытии учебного года в Итоне, а он был университетским секретарем, который на миг позабыл о хороших манерах."
"Russian","Очень приятно познакомиться."
"Russian","Ну, так как, потанцуем?"
"Russian","Если честно, я была польщена."
"Russian","Эта ситуация, плюс успех демонстрации чуда Марку Дарси начинали ударять мне в голову."
"Russian","Ой, ради бога, простите, я не то хотел сказать..., - пролепетал он, заметив выражение моего лица, - я хотел сказать, с девушкой, которая уже закончила школу, - он пылко сжал мою руку, - ну, неужели вам жалко?"
"Russian","Я буду вам просто дико, дико благодарен."
"Russian","Саймона Далримпла, наверняка, с младенчества учили бальным танцам."
"Russian","Сперва мне очень понравилось кружиться с ним, но к сожалению, у него быстро возникла, пожалуй, самая огромная, извините за выражение, эрекция, на какую мне когда-либо выпадало счастье наткнуться, поэтому вальсировать с ним становилось все труднее."
"Russian","Это был Марк Дарси."
"Russian","Тебе давно пора спать."
"Russian","Саймон был полностью уничтожен."
"Russian","Он вспыхнул ярким румянцем и бросился обратно в дом."
"Russian","Неужели вы не можете придумать что-нибудь еще?"
"Russian","Спросите о моих увлечениях или о моем мнении о какой-нибудь европейской денежной единице, или калечила ли я себя резиной?"
"Russian","Хотя, тут и думать нечего, разумеется Дугласа Херда."
"Russian","Он такой аппетитно строгий, но в то же время справедливый."
"Russian","Я замерла с открытым ртом и уставилась на него."
"Russian","Внезапно до меня дошло, чья это работа, - значит это твоя мама, так?"
"Russian","И вообще, о чем бы мы стали говорить?"
"Russian","Вы опять будете спрашивать, прочла ли я что-нибудь хорошее за последнее время и мне придется по-идиотски врать, и..."
"Russian","Он во все глаза уставился на меня."
"Russian","Мне очень жаль."
"Russian","Я вытаращила на него глаза, но тут над нами раздался возглас:"
"Russian","Перегнувшись, она старалась разглядеть, что происходит внизу."
"Russian","Но потом, когда мы познакомились...и я был в этом дурацком свитере с ромбами, который мне Уна подарила на Рождество...Бриджит, все мои знакомые девушки - такие.... лакированные."
"Russian","Ты - единственная, кого я знаю, кто может прицепить к штанам заячий хвостик или..."
"Russian","После этого я благоразумно решила удалиться."
"Russian","Наташа следила за каждым моим движением, словно крокодил, к невылупившимся яйцам которого я имела неосторожность черезчур приблизиться, но я успела дать Марку Дарси свой адрес и телефон и договорилась встретиться с ним в следующий вторник."
"Russian","Проходя через залу, я увидела, как мама, Уна и Илейн Дарси в чем-то горячо убеждали его и не могла не усмехнуться, вообразив, как вытянулись бы их лица, узнай они, что между нами произошло."
"Russian","Неожиданно я представила себе Карри из Индюшки в следующем году: Брайан Эндерби поправляет свои подтяжки и приговаривает:"
"Russian","Вторник, 3 Октября"
"Russian","Марк Дарси должен зайти за мной через полчаса."
"Russian","Только что вернулась с работы, на голове творится черт знает что, а одета я... - сегодня утром напялила не себя последние чистые вещи, все остальное в стирке."
"Russian","На помощь, кто-нибудь!"
"Russian","Хотела одеть белые джинсы, но потом подумала: вдруг он, такой представительный, поведет меня в какой-нибудь шикарный ресторан и я опозорюсь?"
"Russian","О господи, в моем гардеробе нет ничего шикарного."
"Russian","Может прицепить к брюкам заячий хвост?"
"Russian","Он будет доволен?"
"Russian","Да ладно, как будто он мне так уж нравится."
"Russian","До сих пор не вымыла голову."
"Russian","Быстренько забегу в душ."
"Russian","надеюсь, Марк Дарси опоздает."
"Russian","Не хочу, чтобы он видел меня в халате и с мокрыми волосами."
"Russian","Теперь надо наложить макияж, одеться и убрать весь этот хлам за диван."
"Russian","Сперва макияж, а потом наведу в комнате порядок."
"Russian","Я за мужчин, которые опаздывают, а не являются раньше времени и заставляют меня паниковать и бояться, что они увидят хлам, который я еще не успела спрятать."
"Russian","Хотя, может все-таки переодеться?"
"Russian","Я не думала, что он опоздает больше, чем на полчаса."
"Russian","Марк Дарси не явился на наше свидание."
"Russian","Четверг, 5 Октября"
"Russian","За что мне все это, ну, за что?"
"Russian","Мало того, что свидание вчера вечером пошло насмарку, сегодня утром на совещании я опять оказалась в центре внимания."
"Russian","Суд над Изабеллой Розеллини 6."
"Russian","Сегодня должны вынести приговор."
"Russian","Мы думаем, ее отпустят."
"Russian","Дуй к зданию Верховного Суда."
"Russian","И не вздумай опять лезть на всякие каланчи, столбы или фонари."
"Russian","Мне нужно серьезное интервью."
"Russian","Спроси у нее, мы все теперь имеем право убивать тех, с кем нам неохота спать?"
"Russian","Ну, чего уставилась на меня?"
"Russian","Я совершенно, ну, вот, ни на сколечко, не поняла, о чем идет речь."
"Russian","Вот что меня просто убивает на этой работе - вас забрасывают именами или происшествиями и у вас есть лишь доля секунды, чтобы решиться признаться, что вы понятия не имеете, о чем идет речь."
"Russian","А упустив этот момент, надо потом целых полчаса изворачиваться, чтобы уверенным тоном поддерживать детальное и длительное обсуждение этого неизвестного."
"Russian","Вот теперь какой-то суд над Изабеллой Розеллини и через пять минут я должна мчаться к зданию Верховного Суда, искать там свою кошмарную съемочную группу и делать репортаж происшествия, о котором ровным счетом ничего не знаю."
"Russian","Я выходила из туалета, а она в это время мчалась мимо и натягивая ошейники, старалась удержать псов Ричарда, которые тащили ее вперед."
"Russian","Это не Изабелла Розеллини."
"Russian","Он имел в виду Елену Россини, сечешь?"
"Russian","Ох, слава тебе, Господи, и всем твоим ангелочкам!"
"Russian","Елена Россини - это приходящая няня, которую обвинили в убийстве отца детей, за которыми она присматривала."
"Russian","По ее словам, он несколько раз насиловал ее и в течении восемнадцати месяцев насильно держал взаперти у себя в доме."
"Russian","Я быстренько купила пару свежих газет, чтобы проштудировать детали и помчалась ловить такси."
"Russian","Я со своей съемочной группой и целой ватагой других репортеров несколько часов маялась около здания Верховного Суда в ожидании приговора."
"Russian","Хотя, грех жаловаться - мне было чертовски интересно."
"Russian","Я даже начала успокаиваться и видеть некий юмор в том, что свер-совершенство - Марк Дарси не явился на наше свидание."
"Russian","Вдруг я обнаружила, что у меня кончились сигареты."
"Russian","Я шепотом спросила своего оператора, мирового дядьку, можно ли мне на пять минут отлучиться в магазинчик за углом?"
"Russian","Он заявил, что все будет в порядке - прессу всегда заранее предупреждают, когда обвиняемые выходят из здания - и если это случится, кто-нибудь за мной сбегает."
"Russian","Когда вокруг узнали, что я собралась в магазин, другие репортеры тоже попросили меня принести им сигареты и сладости и я довольно долго уточняла: кому что и брала у них деньги."
"Russian","В магазине я только хотела попросить продавщицу не смешивать всю сдачу в одну кучку, как дверь распахнулась и какой-то высокий мужик стремительно шагнул к прилавку."
"Russian","Не обращая внимания на то, что продавщица занята со мной, он потребовал:"
