"language","text"
"English","Thank you very much."
"English","The truth is, he looked rather agitated and hurt."
"English","He paused, then started pacing around the patio, sighing and running his hand through his hair."
"English","Ring the changes a bit."
"English","I said, childishly, hoping he would say something about sex."
"English","he said abruptly, and rather crossly, as if he was going to sit me down at a table somewhere and tell me off."
"English","I stopped and stared at him."
"English","Suddenly I realized what was going on."
"English","Anyway, what would we talk about?"
"English","He stared at me in consternation."
"English","I said, rather pleased by the idea suddenly."
"English","It was Natasha, silhouetted against the lights, peering down to see what was going on."
"English","Then when I met you ."
"English","and I was wearing that ridiculous diamond-patterned sweater that Una had bought me for Christmas ."
"English","Bridget, all the other girls I know are so lacquered over."
"English","yelled Natasha, heading down the stairs toward us."
"English","and Mark Darcy and me forced to do tricks for the assembled company, like rubbing noses or having sex in front of them, like a pair of performing seals."
"English","Tuesday 3 October"
"English","8st 12, alcohol units 3 (v.g."
"English","Mark Darcy is coming over to pick me up in half an hour."
"English","Just got home from work with mad hair and unfortunate laundry crisis outfit on."
"English","Was planning to wear white 501s but suddenly occurs to me he may be the type who will take me to a posh scary restaurant."
"English","Oh God, do not have anything posh to wear."
"English","Do you think he will expect me to put bunny tail on?"
"English","7:50 p.m. Oh God oh God."
"English","Still have not washed hair."
"English","Will quickly get into bath."
"English","8:00 p.m. Drying hair now."
"English","V. much hope Mark Darcy is late as do not want him to find me in dressing gown with wet hair."
"English","Hair is more or less dry now."
"English","Then just have to do makeup, get dressed and put mess behind sofa."
"English","Consider makeup most important, then mess disposal."
"English","Keen on a man who comes round lace, in stark contrast to people who come round early, startling and panicking one and finding unsightly items still unhidden in the home."
"English","8:20 p.m. Well, pretty much ready now."
"English","Maybe will put something different on."
"English","Does not seem like him to be more than half an hour late."
"English","8:30 p.m. 9:00 p.m."
"English","Cannot quite believe it."
"English","Mark Darcy has stood me up."
"English","Thursday 5 October"
"English","In loo at work."
"English","On top of humiliating standing-up debacle, found self horrible center of attention at morning meeting today."
"English","The Isabella Rossellini trial."
"English","Get yourself down to the High Court."
"English","I want a hardheaded interview."
"English","What are you waiting for, Bridget?"
"English","I had no idea, not even a glimmer of a clue as to what he was talking about."
"English","And now I must set off to meet scary camera crew at the law courts in five minutes to cover and report on a story on the television without having the faintest idea what it is about."
"English","Thank God for Patchouli."
"English","she stared at me for a moment."
"English","Oh, thank God and all his angels in heaven above."
"English","I grabbed a couple of newspapers to bone up and ran for a taxi."
"English","Cannot believe what just happened."
"English","Was hanging around outside the High Court for ages with the camera crew and a whole gang of reporters all waiting for the trial to end."
"English","Was bloody good fun, actually."
"English","Even started to see the funny side of being stood up by Mr."
"English","Perfect Pants Mark Darcy."
"English","I was just standing in the shop trying to keep all the change separate with the shopkeeper when this bloke walked in obviously in a real hurry and said."
"English","The poor shopkeeper looked at me as if not sure what to do."
"English","I said in a hoity-toity voice, turning around to look at him."
"English","I made a weird noise."
"English","It was Mark Darcy all dressed up in his barrister outfit."
"English","He just stared at me, in that way he has."
"English","At that moment the camera assistant burst into the shop."
"English","Speechless, I grabbed the edge of the sweet counter for support."
"English","I said as soon as I could steady my breathing."
"English","I said, looking up at him desperately."
"English","Just then our camera car drew up."
"English","yelled the cameraman out of the window."
"English","Cannot believe how marvelously everything has turned out."
"English","Have just played the Good Afternoon!"
"English","headlines back for the fifth time."
"English","Our home news correspondent."
"English","Friday 6 October"
"English","Left a message for Mum yesterday to tell her all about my scoop so when she rang tonight I assumed it would be to congratulate me, but no, she was just going on about the party."
"English","Temptation to tell her what happened almost overwhelming but managed to control myself by envisaging consequences: screaming ecstasy at the making of the date and brutal murder of only daughter when she heard the actual outcome."
"English","Keep hoping he might ring me up and ask me for another date after the hair dryer debacle."
"English","Maybe I should write him a note to say thank you for the interview and sorry about the hair dryer."
"English","Simple good manners demands it."
"English","Thursday 12 October"
"English","I hope otherwise), lottery tickets 3 (fair), 1471 calls to see if Mark Darcy has rung 12 (better)."
"English","Incensed by patronizing article in the paper by Smug Married journalist."
"English","When they leave work a gaping emotional hole opens up before them ."
"English","How does Mrs. Smug Married-at-twenty-two think she knows, thank you very much?"
"English","Met Sharon, Jude and Tom after work."
"English","looking at me coldly."
"English","Friday 13 October"
"English","9st 3 (but have temporarily turned into wine bag), alcohol units 0 (but feeding off wine bag), calories 0 (v.g.)."
"English","*Actually might as well be honest here."
"English","as only 0 because puked up 5876 calories immediately after eating."
"English","An entire weekend stretching ahead with no one to love or have fun with."
"English","Sunday 15 October"
"English","9st (better), alcohol units 5 (but special occasion), agarettes 16, calories 2456, minutes spent thinking about Mr. Darcy 245."
"English","8:55 a.m. Just nipped out for fags prior to getting changed ready for BBC Pride and Prejudice."
"English","Hard to believe there are so many cars out on the roads."
"English","Love the nation being so addicted."
"English","The basis of my own addiction, I know, is my simple human need for Darcy to get off with Elizabeth."
"English","The testosterone-crazed fans do not wish themselves on the pitch, claims Hornby, instead seeing their team as their chosen representatives, rather like parliament."
"English","That is precisely my feeling about Darcy and Elizabeth."
"English","They are my chosen representatives in the field of shagging, or, rather, courtship."
"English","I do not, however, wish to see any actual goals."
"English","I would hate to see Darcy and Elizabeth in bed, smoking a cigarette afterwards."
"English","That would be unnatural and wrong and I would quickly lose interest."
"English","Then we had a long discussion about the comparative merits of Mr. Darcy and Mark Darcy, both agreeing that Mr. Darcy was more attractive because he was ruder but that being imaginary was a disadvantage that could not be overlooked."
"English","Monday 23 October"
"English","9st 2 alcohol units 0 (v.g."
"English","Have discovered delicious new alcohol substitute drink called Smoothies-v. nice, fruity), cigarettes 0 (Smoothies removes need for cigarettes), Smoothies 22, calories 4265 (4135 of them Smoothies)."
"English","When I stumbled upon a photograph in the Standard of Darcy and Elizabeth, hideous, dressed as modem-day luvvies, draped all over each other in a meadow: she with blond Sloane hair, and linen trouser suit, he in striped polo neck and leather jacket with a rather unconvincing moustache."
"English","Apparently they are already sleeping together."
"English","That is absolutely disgusting."
"English","Feel disorientated and worried, for surely Mr. Darcy would never do anything so vain and frivolous as to be an actor and yet Mr. Darcy is an actor."
"English","Tuesday 24 October"
"English","9st 3 (bloody Smoothies), alcohol Units 0, cigarettes 0, Smoothies 32."
"English","On marvelous roll with work."
"English","Ever since Elena whatserface interview, seems can do no wrong."
"English","Richard Finch was saying, when I got into the office (bit late, actually, sort of thing that could happen to anyone), holding up his fists like a boxer."
"English","Suddenly, he was looking straight at me."
"English","Everyone stared at me."
"English","I took a deep breath."
"English","He looked me up and down slowly."
"English","The actors who play Darcy and Elizabeth?"
"English","I always hoped I would turn out to be a genius, but I never believed it would actually happen to me – or my left breast."
"English","A Criminal in the Family"
"English","Wednesday 1 November"
"English","8st 13lb 8oz (yesss!"
"English","Found Tom, however, in a complete lather about the forthcoming Alternative Miss World contest."
"English","He was wearing a polystyrene sphere painted like map of the globe but with the polar ice caps melting and a large burn mark on Brazil."
"English","In one hand he was holding a piece of tropical hardwood and a Lynx aerosol, and in the other an indeterminate furry item which he claimed was a dead ocelot."
"English","I asked, fiddling with a bit of polystyrene."
"English","Anyone can enter: women, animals, anything."
"English","Eventually we agreed that though the global warming theme in itself was faultless, the polystyrene sphere was not, perhaps, the most flattering shape for evening wear."
"English","In fact in the end we found we were thinking more toward a fluid sheath of shot-silk-effect Yves Klein blue, floating over smoke and earth shades to symbolize the melting of the polar ice caps."
"English","All you have to do, apparently, is clean out all the cupboards in your flat to unblock yourself, then divide the flat up into nine sections (which is called mapping the ba-gua), each of which represents a different area of your life: career, family, relationships, wealth, or offspring, for example."
"English","Whatever you have in that area of your house will govern how that area of your life performs."
"English","For example, if you keep finding you have no money it could be due to the presence of a wastepaper basket in your Wealth Comer."
"English","V. excited by new theory as could explain a lot."
"English","Resolve to buy Cosmo at earliest opportunity."
"English","Jude says not to tell Sharon as, naturally, she thinks Feng Shui is bollocks."
"English","Managed, eventually, to bring conversation round to Mark Darcy."
"English","She said the answer was obvious: I should have a dinner party and invite him."
"English","Friday 3 November"
"English","9st2 (humph), alcohol units 2, cigarettes 8, Smoothies 13, calories 5245."
"English","11 a.m. V. excited about dinner party."
"English","Have bought marvelous new recipe book by Marco Pierre White."
"English","At last understand the simple difference between home cooking and restaurant food."
"English","As Marco says, it is all to do with concentration of taste."
"English","The secret of sauces, of course, apart from taste concentration, lies in real stock."
"English","One must boil up large pans of fish bones, chicken carcasses, etc., then freeze them in form of ice-stockcubes."
"English","Cannot believe have not realized this before."
"English","This will be the menu:"
"English","Veloute of Celery (v. simple and cheap when have made stock)."
"English","Char-grilled Tuna on Veloute of Cherry Tomatoes Coulis with Confit of Garlic and Fondant Potatoes."
"English","Grand Marnier Creme Anglaise."
"English","Will become known as brilliant but apparently effortless cook."
"English","Mark Darcy will be v. impressed and will realize I am not common or incompetent."
"English","Sunday 5 November"
"English","9st (disaster), cigarettes 32, alcohol units 6 (shop has run out of Smoothies–careless bastards), calories 2266, lottery tickets 4."
"English","Bonfire night and not invited to any bonfires."
"English","Rockets going off tauntingly left right and center."
"English","said Tom, staring at himself furiously in the mirror."
"English","It turned Out there was a very, very tiny bump where someone had shoved a glass in his face when he was seventeen."
"English","I looked at him nonplussed."
"English","I realized that I have spent so many years being on a diet that the idea that you might actually need calories to survive has been completely wiped out of my conscious– ness."
"English","Have reached point where believe nutritional ideal is to eat nothing at all and that the only reason people eat is because they are so greedy they cannot stop themselves from breaking out and ruining their diets."
"English","I thought about it."
"English","Tom says I am sick but I happen to know for a fact that I am normal and no different from everyone else, i.e., Sharon and Jude."
"English","Frankly, I am quite worried about Tom."
"English","I think taking part in a beauty contest has started to make him crack under the pressures we women have long been subjected to and he is becoming insecure, appearance obsessed and borderline anorexic."
"English","Evening climaxed with Tom cheering himself up letting off rockets from the roof terrace into the garden of the people below who Tom says are homophobic."
"English","Thursday 9 November"
"English","8st 13 (better without Smoothies), alcohol units 5 (better than having huge stomach full of pureed fruit), cigarettes 12, calories 1456 (excellent)."
"English","V. excited about the dinner party."
"English","Fixed for a week on Tuesday."
"English","This is the guest list:"
"English","Jude Vile Richard"
"English","Tom Pretentious Jerome"
"English","(unless get v. lucky and it is off"
"English","between him and Tom by Tuesday)"
"English","Me Mark Darcy"
"English","Mark Darcy seemed very pleased when I rang him up."
"English","Daniel would never have said anything nice like that."
"English","V. much looking forward to the dinner party."
"English","Saturday 11 November"
"English","8st 12, alcohol units 4, cigarettes 35 (crisis), calories 456 (off food)."
"English","Then Sharon rang again."
"English","Starting to feel really panicky, at the same time enjoying sense of being at center of drama."
"English","Must make more phone calls to test new theory."
"English","3:30 p.m. General opinion quashes new theory, since it is widely agreed to be impossible for Tom to meet new man, let alone start affair, without ringing everyone up to show off."
"English","Cannot argue with that."
"English","Wild thoughts ranging through head."
"English","No denying that Tom has been disturbed lately."
"English","Start to wonder whether am really good friend."
"English","We are all so selfish and busy in London."
"English","Would it be possible for one of my friends to be so unhappy that they ."
"English","Aaargh, have suddenly remembered MP who died in a plastic bag with tubes around neck and chocolate orange in mouth or something."
"English","Wonder if Tom has been doing weird sexual practices without telling us?"
"English","5 p.m. Just called Jude again."
"English","You can see their point."
"English","After spoke to Jude could not face shopping or similar lighthearted things."
"English","Thought this might be the perfect time to do the Feng Shui so went out and bought Cosmopolitan."
"English","Carefully, using the drawing in Cosmo, I mapped the ba-gua of the flat."
"English","Had a flash of horrified realization."
"English","There was a wastepaper basket in my Helpful Friends Corner."
"English","No wonder bloody Tom had disappeared."
"English","Quickly rang Jude to report same."
"English","Jude said to move the wastepaper basket."
"English","she said, when she came back."
"English","In the end I decided to put the wastepaper basket in my Knowledge Corner and went out to the greengrocer to get some plants with round leaves to put in the Family and Helpful Friends Corners (spiky-leaved plants, particularly cacti, are counterproductive)."
"English","Was just getting plant pot out of the cupboard under sink when heard a jangling sound."
"English","I suddenly hit myself hard on the forehead."
"English","For a moment I thought about going round there without Jude."
"English","Suddenly it stopped being a game."
"English","Maybe something terrible and tragic actually had happened."
"English","None of us spoke or looked at each other as we walked up the front steps."
"English","whispered Sharon as I lifted the key to the lock."
"English","She looked at us quickly, then pressed the buzzer."
"English","We stood in silence."
"English","I beamed beatifically at the others."
"English","There was a pause, then the buzzer went."
"English","came his voice as we reached the top floor and he opened the door."
"English","All three of us cried out."
"English","I cried, clumsily trying to embrace him and ending up kissing his ear."
"English","Jude burst into tears and Shazzer kicked the wall."
"English","I said again, tears beginning to plop down my cheeks."
"English","He was supposed to have been looked after by Jerome, henceforth to be known as Creepy Jerome (it was going to be heartless Jerome but we all agreed that sounded too interesting)."
"English","Poor Tom was so depressed and traumatized and so weird from the anaesthetic that he just unplugged the phone, hid under the blankets and slept."
"English","Apparently he had waited till dead of night to go out and forage for food under cover of darkness."
"English","In spite of our high spirits that he was alive Tom was still very unhappy about Jerome."
"English","I told him to ring my answerphone, which held twenty-two frantic messages from his friends, all distraught because he had disappeared for twenty-four hours, which put paid to all our fears about dying alone and being eaten by an Alsatian."
"English","Anyway, we told him, how could one moody geek with a stupid name make him think nobody loves him?"
"English","Meanwhile, Simon, Michael, Rebecca, Magda, Jeremy and a boy claiming to be called Elsie had all rung to see how he was."
"English","I knew the Feng Shui would work."
"English","Now-its task completed – I am going to quickly move the round-leaved plant to my Relationship Corner."
"English","Wish there was a Cookery Corner too."
"English","Only nine days to go."
"English","Monday 20 November"
"English","8st 12 (v.g."
"English","7 p.m. Just returned from hideous middle-class Singleton guilt experience at supermarket, standing at checkout next to functional adults with children buying beans, fish fingers, alphabetti spaghetti, etc., when had the following in my trolley:"
"English","20 heads of garlic"
"English","tin of goose fat"
"English","bottle of Grand Marnier"
"English","8 tuna steaks"
"English","4 pints of double cream"
"English","4 vanilla beans at ?1.39 each."
"English","Have to start preparations tonight as working tomorrow."
"English","8 p.m. Ugh, do not feel like cooking."
"English","Especially dealing with grotesque bag of chicken carcasses: completely disgusting."
"English","10 p.m. Have got chicken carcasses in pan now."
"English","Trouble is, Marco says am supposed to tie flavor-enhancing leek and celery together with string but only string have got is blue."
"English","Oh well, expect it will be OK."
"English","11 p.m. God, stock took bloody ages to do but worth it as will end up with over 2 gallons, frozen in ice-cube form and only cost ?l.70."
"English","Mmm, confit of oranges will be delicious also."
"English","Now all have got to do is finely slice thirty-six oranges and grate zest."
"English","1 a.m. Too tired to stay awake now but stock is supposed to cook for another two hours and oranges need another hour in oven."
"English","Will leave the stock on v. low heat overnight, also oranges on lowest oven setting, so will become v. tender in manner of a stew."
"English","Tuesday 21 November"
"English","8st 11 (nerves eat fat), alcohol units 9 (v. bad indeed), cigarettes 37 (v.v."
"English","bad), calories 3479 (and all disgusting)."
"English","9:30 a.m. Just opened pan."
"English","Hoped-for 2-gallon stock taste-explosion has turned into burnt chicken carcasses coated in jelly."
"English","Orange confit looks fantastic, though, just like in picture only darker."
"English","Must go to work."
"English","Am going to leave by four, then will think of answer to soup crisis."
"English","5 p.m. Oh God."
"English","Entire day has turned into nightmare."
"English","Richard Finch gave me a real blowing-up at the morning meeting in front of everyone."
"English","What about that kid who had his penis burnt off by firecrackers in his pockets back in the sixties?"
"English","Where is he now?"
"English","Bridget, find me the Fireworks Kid with no Penis."
"English","She sounded unusually high-pitched and hysterical."
"English","Of course I told you."
"English","You must learn to listen."
"English","I blinked at the phone."
"English","I was wondering ."
"English","The way she said it reminded me of the way winos ask for money for a cup of tea."
"English","She went all huffy."
"English","yelled Richard as I tried to sneak out."
"English","I was waiting for my money to come, freshly baked and piping hot, out of the cash machine, wondering how my mother was going to manage for two weeks in Portugal on two hundred pounds, when I spotted her scurrying towards me, wearing sunglasses, even though it was pissing with rain, and looking shiftily from side to side."
"English","Thank you very much."
"English","Must dash, going to miss the plane."
"English","she said, grabbing the banknotes from my hand."
"English","What are you up to?"
"English","For a second she looked frightened, as if she was going to cry, then, her eyes fixed on the middle distance, she adopted her wounded Princess Diana look."
"English","She gave her special brave smile."
"English","7 p.m. Just got home."
"English","Soup will be absolutely fine."
"English","Will simply cook and puree vegetables as instructed and then-to give concentration of flavor-rinse blue jelly off chicken carcases and boil them up with cream in the soup."
"English","8:30 p.m. All going marvelously."
"English","Guests are all in living room."
"English","Mark Darcy is being v. nice and brought champagne and a box of Belgian chocolates."
"English","Have not done main course yet apart from fondant potatoes but sure will be v. quick."
"English","Anyway, soup is first."
"English","8:35 p.m. Oh my God."
"English","Just took lid off casserole to remove carcasses."
"English","Soup is bright blue."
"English","9 p.m. Love the lovely friends."
"English","Were more than sporting about the blue soup, Mark Darcy and Tom even making lengthy argument for less color prejudice in the world of food."
"English","Why, after all, as Mark said – just because one cannot readily think of a blue vegetable – should one object to blue soup?"
"English","Fish fingers, after all, are not naturally orange."
"English","At which point Mark Darcy asked him what he did for a living, which was v. amusing because Vile Richard was sacked last week for fiddling his expenses.)"
"English","Main course will be v. tasty."
"English","Right, will start on veloute of cherry tomatoes."
"English","9:15 p.m. Oh dear."
"English","Think there must have been something in the blender, e.g."
"English","washing-up liquid, as cherry tomato puree seems to be foaming and three times original volume."
"English","Also fondant potatoes were meant to be ready ten minutes ago and are hard as rock."
"English","Maybe should put in microwave."
"English","Just looked in fudge and tuna is not there."
"English","What has become of tuna?"
"English","Jude and Mark Darcy came in kitchen and helped me make big omelette and mashed up half-done fondant potatoes and fried them in the frying pan in manner of hash browns, and put the recipe book on the table so we could all look at the pictures of what chargrilled tuna would have been like."
"English","At least orange confit will be good."
"English","Tom said not to bother with Grand Marnier Creme Anglaise but merely drink Grand Marnier."
"English","10 p.m. V. sad."
"English","Looked expectantly round table as everyone took first mouthful of confit."
"English","There was an embarrassed silence."
"English","Horror-struck, took mouthful myself."
"English","It was, as he said, marmalade."
"English","Realize after all effort and expense have served my guests:"
"English","Am disastrous failure."
"English","Did not think things could get any worse after the marmalade."
"English","But no sooner was the horrible meal cleared away than the phone went."
"English","Fortunately I took it in the bedroom."
"English","over and over again in manner of a parrot."
"English","I managed to get out eventually."
"English","I saw the future unfolding before me like a horrible nightmare: Richard Finch dubbing me Good Afternoon!"
"English","I also was unwise enough to leave the house in her name, and she has remortgaged it."
"English","After that he broke down."
"English","Una came to the phone, saying that she was going to give Dad some Ovaltine."
"English","Replacing the receiver, I slumped against the wall cursing myself feebly for leaving my cigarettes in the living room."
"English","Immediately though, Jude appeared with a glass of Grand Marnier."
"English","I told her the whole story, pouring the Grand Marnier straight down my throat as I did."
"English","He shook his head."
"English","He started to pace around the room firing questions like a top barrister."
"English","It was pretty damn sexy, I can tell you."
"English","Jude appeared with coffee."
"English","Mark decided the best thing would be if he got his driver to take him and me up to Grafton Underwood and, for a fleeting second, I experienced the totally novel sensation of being grateful to my mother."
"English","Found myself feeling guilty, since part of self – despite horror – was hugely enjoying the fact of normal business being suspended, everything different from usual and everyone allowed to throw entire glasses of sherry and salmon-paste sandwiches down their throats in manner of Christmas."
"English","Wednesday 22 November"
"English","8st 10 (hurrah!"
"English","10 a.m. Back in flat, completely exhausted after no sleep."
"English","On top of everything else, have to go to work and get told off for being late."
"English","Dad seemed to be rallying a little when I left: alternating between moments of wild cheerfulness that Julio proved to be a bounder so Mum might come back and start a new life with him and deep depression that the new life in question will be one of prison-visiting using public transport."
"English","Mark Darcy went back to London in small hours."
"English","I left a message on his answerphone saying thank you for helping and everything, but he has not rung me back."
"English","Bet Natasha and similar would not feed him blue soup and turn out to be the daughter of criminal."
"English","Una and Geoffrey said not to worry about Dad as Brian and Mavis are going to stay and help look after him."
"English","It would be Bridget and Mark."
"English","Bridget and Mark Darcy."
"English","Not Mark and Bridget Darcy."
"English","Friday 24 November"
"English","8st 13, alcohol units 4 (but drunk in police presence so clearly OK), cigarettes 0, calories 1760, 1471 calls to see if Mark Darcy has rung 11."
"English","10:30 p.m. Everything is going from bad to worse."
"English","Have just been interviewed in my flat by police officers."
"English","Started behaving like people who are interviewed on the television after plane crashes in their front gardens, talking in formulaic phrases borrowed from news broadcasts, courtroom dramas or similar."
"English","Policemen were incredibly charming and reassuring, though."
"English","He was really friendly, actually."
"English","Saturday 25 November"
"English","Dad has had a phone call from Mum."
"English","Apparently, she said not to worry, she was safe and everything was going to be all right, then hung up immediately."
"English","So much wish Mark Darcy would ring."
"English","Was obviously completely put off by culinary disasters and criminal element in family, but too polite to show it at time."
"English","Am going to see Dad this afternoon, in manner of tragic spinster spurned by all men instead of in manner to which have been accustomed: in chauffeur-driven car with top barrister."
"English","Just as I was leaving had phone call, but could not hear anything but beeping sound at the other end."
"English","Then the phone rang again."
"English","It was Mark, from Portugal."
"English","Just incredibly kind and brilliant of him."
"English","Apparently he has been talking to the police all week in between being top barrister and flew out to Albufeira yesterday."
"English","The police over there have found Mum and Mark thinks she will get off because it will be pretty obvious she had no idea what Julio was up to."
"English","Mum is coming back tonight, but will have to go straight to a police station for questioning."
"English","Then we got cut off before I even had time to say thank you."
"English","Sunday 26 November"
"English","9st 1, alcohol Units 0, cigarettes 1/2 (fat chance of any more), calories God knows, minutes spent wanting to kill mother 188 (conservative estimate)."
"English","Having first expected Mum back last night, then this morning, then this afternoon and having almost set off to Gatwick a total of three times, it turned out she was arriving this evening at Luton, under police escort."
"English","Dad and I were preparing ourselves to comfort a very different person from the one we had last been told off by, naively assuming that Mum would be chastened by what she had gone through"
"English","The two policemen rolled their eyes as Mum, dressed in a sixties-style black-and-white checked coat (presumably carefully planned to coordinate with the policemen), head scarf and dark glasses, zoomed back towards the baggage hall with the officers of the law wearily tagging after her."
"English","Forty-five minutes later they were back."
"English","One of the policemen was carrying the sun hat."
"English","There was nearly a stand-up fight when they tried to get her into the police car."
"English","What have you got on your face?"
"English","It was only when Dad came over and curtly told her the house was about to be repossessed, vegetable basket included, that she shut up and huffily allowed herself to be put in the back of the car next to the policeman."
"English","Monday 27 November"
"English","9st 1., alcohol units 0, cigarettes 50 (yesss!"
"English","9 a.m. Just having last fag before going to work."
"English","Dad and I were made to wait on a bench in the police Station for two hours last night."
"English","Eventually we heard a voice approaching along the corridor."
"English","Of course you can."
"English","Have you got a pen?"
"English","Who shall I put it to?"
"English","Oh, you naughty man."
"English","said Mum rolling her eyes at the senior detective and bustling me out of the door ahead of her."
"English","and castanets in the trunk of the Sierra and had started the engine."
"English","It was just some silly problem with the planning permission."
"English","They can be very corrupt, you know, the Portuguese authorities."
"English","We had a super holiday, actually!"
"English","The weather was very mixed, but ."
"English","The phone rang for Dad."
"English","My heart leaped into my mouth as I tried to control my features."
"English","with the filthy wop ."
"English","I think The Gables may be saved ."
"English","I waited for Una to make some remark about me but none was forthcoming."
"English","The minute I decide I like Mark Darcy, everyone immediately stops trying to fix me up with him."
"English","said Una, passing Dad a mug of tea decorated with apricot floral frieze."
"English","When finally got away from scene of mayhem, drove far too fast on way back to London, smoking fags all the way as act of mindless rebellion."
"English","Monday 4 December"
"English","9st 2 (hmm, must get weight off before Christmas gorging), alcohol units a modest 3, cigarettes a saintly 7, calories 3876 (oh dear), 1471 calls to see if Mark Darcy has called 6 (g.)."
"English","Just went to supermarket and found self unaccountably thinking of Christmas trees, firesides, carols, mince pies, etc."
"English","Then I realized why."
"English","The air vents by the entrance which usually pump out baking bread smells were pumping out baking mince pies smells instead."
"English","Cannot believe cynicism of such behavior."
"English","Reminded of favorite poem by Wendy Cope which goes:"
"English","At Christmas little children sing and merry bells jingle."
"English","The cold winter air makes our hands and faces tingle."
"English","And happy families go to church and cheerily they mingle,"
"English","Still no word from Mark Darcy."
"English","Tuesday 5 December"
"English","9st 2 (right, am really going to start dieting today), alcohol units 4 (start of festive season), cigarettes 10, calories 3245 (better), 1471 calls 6 (steady progress)."
"English","Cannot help but feel sad about the brutal trampling on the pink silk shoots of romance burgeoning between me and Mark Darcy by Marco Pierre White and my mother, but trying to be philosophical about it."
"English","Maybe Mark Darcy is too perfect, clean and finished off at the edges for me, with his capability, intelligence, lack of smoking, freedom from alcoholism, and his chauffeur-driven cars."
"English","Maybe it has been decreed that I should be with someone wilder, earthier and more of a flirt."
"English","Like Marco Pierre White, for example, or, just to pick a name totally at random, Daniel."
"English","Must just get on with life and not feel sorry for self."
"English","Just called Shazzer, who said it has not been decreed that I must go out with Marco Pierre White and certainly not with Daniel."
"English","The only thing a woman needs in this day and age is herself."
"English","Am going to be eaten by Alsatian despite all efforts to the contrary."
"English","Friday 8 December"
"English","9st 5 (disaster), alcohol units 4 (g.), cigarettes 12 (excellent), Christmas presents purchased 0 (bad), cards sent 0, 1471 calls 7."
"English","At last – a chance to get into those awkward corners with the duster."
"English","I had thought that Jude and I were equal friends of Rebecca so why should she invite Jude and not me?"
"English","So it is a party party."
"English","Must not get upset about it."
"English","This is just the sort of thing that is not important in life anymore."
"English","People should be allowed to invite who they want to their parties without others pettily getting upset."
"English","How many more parties are going on that everyone has been invited to except me?"
"English","I bet everyone is at one now, laughing and sipping expensive champagne."
"English","No one likes me."
"English","Christmas is going to be a total party-desert, apart from a three-party pile-up on December 20th, when I am booked into an editing session all evening."
"English","Saturday 9 December"
"English","Christmas parties to look forward to 0."
"English","7:45 a.m. Woken by Mum."
"English","How, after being totally disgraced and narrowly escaping several years in custody, can my mother just plop back into being exactly like she was before, flirting openly with policemen and torturing me."
"English","I shuddered with humiliation."
"English","There is nothing worse than having to admit to your mum that you are not very popular."
"English","9 a.m. Brief moment of party oasis when an invitation arrived in the post but turned out to be party mirage: invitation to a sale of designer eyewear."
"English","11:30 a.m. Called Tom in paranoid desperation to see if he wanted to go out tonight."
"English","Oh God, I hate it when Tom is happy, confident and getting on well with Jerome, much preferring it when he is miserable, insecure and neurotic."
"English","Decided to go shopping and stop obsessing."
"English","2 p.m. Bumped into Rebecca in Graham and Greene buying a scarf for ?169."
"English","One minute they were stocking filler-type items which cost ?9.99 next minute they have to be fancy velvet and cost as much as a television."
"English","Next year it will probably happen to socks or pants and we will feel left out if we are not wearing ?145 English Eccentrics knickers in textured black velvet.)"
"English","I am going to quietly read a book all weekend and listen to classical music."
"English","Maybe will read The Famished Road."
"English","Blind Date was v.g."
"English","Just going for another bottle of wine."
"English","Monday 11 December"
"English","Returned from work to icy answerphone message."
"English","I know you work in TV now."
"English","Frantically called Rebecca but no reply or answerphone."
"English","Decided to go round and leave a note and bumped into Dan on the stairs, the Australian guy from downstairs who I snogged in April."
"English","I looked at him blankly."
"English","I shot back upstairs, grabbed back the doormat and there, nestling underneath like a Christmas miracle, was a little pile of cards, letters and invitations all addressed to me."
"English","Thursday 14 December"
"English","9st 3, alcohol units 2 (bad, as did not drink any."
"English","units yesterday-must make up extra tomorrow to avoid heart attack), cigarettes 14 (bad?"
"English","a sensible level of nicotine units is probably good for you as long as do not binge-smoke), calories 1500 (excellent), lottery tickets 4 (bad but would have been good of Richard Branson had won non-profit-making lottery bid), cards sent 0, presents purchased 0, 1471 calls 5 (excellent)."
"English","And why did he ask me what I was wearing?"
"English","Must not get over-excited and allow party casbah and phone call from feller-me-lad to go to self=s head."
"English","Best ring Jude, I think."
"English","Tuesday 19 December"
"English","9st 7 (but still nearly one week to lose 7 lbs."
"English","before Christmas), alcohol units 9 (poor), cigarettes 30, calories 4240, lottery tickets 1 (excellent), cards sent 0, cards received 11, but include 2 from paper boy, 1 from dustman, 1 from Peugeot garage and 1 from hotel spent night in for work four years ago."
"English","Am unpopular, or maybe everyone sending cards later this year."
"English","9 a.m. Oh God, feel awful: horrible sick acidic hangover and today is office disco lunch."
"English","Am going to burst with pressure of unperformed Christmas tasks, like revision for finals."
"English","This year I bought her a big bottle of Saffron Oil with Champagne and a distressed wire soapdish, and she went into a complete grump muttering obvious lies about not having done her Christmas shopping yet."
"English","Last year Sharon gave me bubble bath shaped like Santa, so last night I just gave her Body Shop Algae and Polyp Oil shower gel at which point she presented me with a handbag."
"English","Would that Christmas could just be, without presents."
"English","It is just so stupid, everyone exhausting themselves, miserably hemorrhaging money on pointless items nobody wants: no longer tokens of love but angst-ridden solutions to problems."
